n,r,m
"(:Exo {exoId: 26, exoDescription: De SoftExo Lift is een passief exosuit dat de rug, heup en knieën ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Lift, exoManufacturer: Hunic})",[:HAS_PROPERTY {exoPropertyValue: +}],(:ExoProperty {exoPropertyName: ondersteuningsgraad})
"(:Exo {exoId: 27, exoDescription: De SoftExo Hold is een passief exosuit dat de rug ontlast bij een gedwongen houding zoals bv. bij langdurig staan en assemblagewerk., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Hold, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})"
"(:Exo {exoId: 27, exoDescription: De SoftExo Hold is een passief exosuit dat de rug ontlast bij een gedwongen houding zoals bv. bij langdurig staan en assemblagewerk., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Hold, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})"
"(:Exo {exoId: 27, exoDescription: De SoftExo Hold is een passief exosuit dat de rug ontlast bij een gedwongen houding zoals bv. bij langdurig staan en assemblagewerk., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Hold, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 27, exoDescription: De SoftExo Hold is een passief exosuit dat de rug ontlast bij een gedwongen houding zoals bv. bij langdurig staan en assemblagewerk., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Hold, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 27, exoDescription: De SoftExo Hold is een passief exosuit dat de rug ontlast bij een gedwongen houding zoals bv. bij langdurig staan en assemblagewerk., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Hold, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 27, exoDescription: De SoftExo Hold is een passief exosuit dat de rug ontlast bij een gedwongen houding zoals bv. bij langdurig staan en assemblagewerk., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Hold, exoManufacturer: Hunic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: staan, structureKinematicNameId: 201, structureKinematicNameNameEn: standing, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 27, exoDescription: De SoftExo Hold is een passief exosuit dat de rug ontlast bij een gedwongen houding zoals bv. bij langdurig staan en assemblagewerk., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Hold, exoManufacturer: Hunic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 27, exoDescription: De SoftExo Hold is een passief exosuit dat de rug ontlast bij een gedwongen houding zoals bv. bij langdurig staan en assemblagewerk., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Hold, exoManufacturer: Hunic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen repetitief, structureKinematicNameId: 303, structureKinematicNameNameEn: bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 28, exoDescription: De SoftExo Carry is een passief exoskelet dat de onderrug ontlast bij het dragen van lasten waarbij maximale bewegingsvrijheid vereist is zoals bv. bij pakketbezorging, magazijnwerk en de bouw., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Carry, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 28, exoDescription: De SoftExo Carry is een passief exoskelet dat de onderrug ontlast bij het dragen van lasten waarbij maximale bewegingsvrijheid vereist is zoals bv. bij pakketbezorging, magazijnwerk en de bouw., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: SoftExo Carry, exoManufacturer: Hunic})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 29, exoDescription: De Chairless Chair is een passief exoskelet dat de benen en onderrug ontlast doordat er snel, gemakkelijk en flexibel gewisseld kan worden tussen zitten, staan en lopen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Chairless Chair, exoManufacturer: Noonee})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: staan, structureKinematicNameId: 201, structureKinematicNameNameEn: standing, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 29, exoDescription: De Chairless Chair is een passief exoskelet dat de benen en onderrug ontlast doordat er snel, gemakkelijk en flexibel gewisseld kan worden tussen zitten, staan en lopen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Chairless Chair, exoManufacturer: Noonee})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 29, exoDescription: De Chairless Chair is een passief exoskelet dat de benen en onderrug ontlast doordat er snel, gemakkelijk en flexibel gewisseld kan worden tussen zitten, staan en lopen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Chairless Chair, exoManufacturer: Noonee})",[:HAS_PROPERTY {exoPropertyValue: nee}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})"
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})"
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: wandelen, structureKinematicNameId: 202, structureKinematicNameNameEn: walking, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen repetitief, structureKinematicNameId: 303, structureKinematicNameNameEn: bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen statisch, structureKinematicNameId: 304, structureKinematicNameNameEn: strongly bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen repetitief, structureKinematicNameId: 305, structureKinematicNameNameEn: strongly bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_PROPERTY {exoPropertyValue: nee}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: stofbestendig})
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: waterbestendig})
"(:Exo {exoId: 30, exoDescription: De Cray X is een actief exoskelet dat de rug en heup ontlast bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: actief, exoName: Cray X, exoManufacturer: German Bionic})",[:HAS_PROPERTY {exoPropertyValue: ++}],(:ExoProperty {exoPropertyName: ondersteuningsgraad})
"(:Exo {exoId: 31, exoDescription: De EVO is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: EVO, exoManufacturer: Ekso Bionics})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau statisch, structureKinematicNameId: 401, structureKinematicNameNameEn: elbow at or above shoulder level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 31, exoDescription: De EVO is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: EVO, exoManufacturer: Ekso Bionics})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: elleboog op of boven schouderniveau repetitief, structureKinematicNameId: 402, structureKinematicNameNameEn: elbow at or above shoulder level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 31, exoDescription: De EVO is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: EVO, exoManufacturer: Ekso Bionics})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau statisch, structureKinematicNameId: 403, structureKinematicNameNameEn: hands above head level static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 31, exoDescription: De EVO is een passief exoskelet dat de schouders ontlast bij bovenhands werk., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: EVO, exoManufacturer: Ekso Bionics})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_nevendoel}],"(:StructureKinematicName {structureKinematicNameName: handen boven hoofdniveau repetitief, structureKinematicNameId: 404, structureKinematicNameNameEn: hands above head level repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 32, exoDescription: De HeroWear Apex is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: HeroWear Apex, exoManufacturer: HeroWear})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})"
"(:Exo {exoId: 32, exoDescription: De HeroWear Apex is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: HeroWear Apex, exoManufacturer: HeroWear})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})"
"(:Exo {exoId: 32, exoDescription: De HeroWear Apex is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: HeroWear Apex, exoManufacturer: HeroWear})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 32, exoDescription: De HeroWear Apex is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: HeroWear Apex, exoManufacturer: HeroWear})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 32, exoDescription: De HeroWear Apex is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: HeroWear Apex, exoManufacturer: HeroWear})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 32, exoDescription: De HeroWear Apex is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: HeroWear Apex, exoManufacturer: HeroWear})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 32, exoDescription: De HeroWear Apex is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: HeroWear Apex, exoManufacturer: HeroWear})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen repetitief, structureKinematicNameId: 303, structureKinematicNameNameEn: bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 32, exoDescription: De HeroWear Apex is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: HeroWear Apex, exoManufacturer: HeroWear})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen statisch, structureKinematicNameId: 304, structureKinematicNameNameEn: strongly bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 32, exoDescription: De HeroWear Apex is een passief exosuit dat de rug en de heup ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: zachte materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: HeroWear Apex, exoManufacturer: HeroWear})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen repetitief, structureKinematicNameId: 305, structureKinematicNameNameEn: strongly bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 101, aimIsSelectable: x, aimNameEn: repositioning, aimName: herpositioneren, aimDescription: eerder horizontaal, niet specifiek naar boven of naar onder})"
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_AIM {aimCategory: HAS_AIM_hoofddoel}],"(:Aim {aimId: 102, aimIsSelectable: x, aimNameEn: repositioning lifting, aimName: herpositioneren opwaarts})"
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 103, aimIsSelectable: x, aimNameEn: repositioning lowering, aimName: herpositioneren neerwaarts})"
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 104, aimIsSelectable: x, aimNameEn: carrying, aimName: dragen})"
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_AIM {aimCategory: HAS_AIM_nevendoel}],"(:Aim {aimId: 105, aimIsSelectable: x, aimNameEn: holding, aimName: vasthouden})"
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen repetitief, structureKinematicNameId: 303, structureKinematicNameNameEn: bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen statisch, structureKinematicNameId: 304, structureKinematicNameNameEn: strongly bent forward static, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: sterk voorovergebogen repetitief, structureKinematicNameId: 305, structureKinematicNameNameEn: strongly bent forward repetitive, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_PROPERTY {exoPropertyValue: nee}],(:ExoProperty {exoPropertyName: compact})
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: stofbestendig})
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_PROPERTY {exoPropertyValue: ja}],(:ExoProperty {exoPropertyName: waterbestendig})
"(:Exo {exoId: 33, exoDescription: De Laevo Flex is een passief exoskelet dat de rug en heupen ontlast bij het statisch of repetitief vooroverbuigen van de romp zoals bv. bij het tillen van zware voorwerpen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: Laevo Flex, exoManufacturer: Laevo})",[:HAS_PROPERTY {exoPropertyValue: ++}],(:ExoProperty {exoPropertyName: ondersteuningsgraad})
"(:Exo {exoId: 34, exoDescription: De LEX Bionic Chair is een passief exoskelet dat de benen en onderrug ontlast doordat er snel, gemakkelijk en flexibel gewisseld kan worden tussen zitten, staan en lopen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LEX Bionic Chair, exoManufacturer: Astride Bionics})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: staan, structureKinematicNameId: 201, structureKinematicNameNameEn: standing, structureKinematicNameIsSelectable: x})"
"(:Exo {exoId: 34, exoDescription: De LEX Bionic Chair is een passief exoskelet dat de benen en onderrug ontlast doordat er snel, gemakkelijk en flexibel gewisseld kan worden tussen zitten, staan en lopen., exoMaterial: harde materialen, exoOneTwoSided: dubbelzijdig, exoActivePassive: passief, exoName: LEX Bionic Chair, exoManufacturer: Astride Bionics})",[:HAS_AIM {structureKinematicNameCategory: HAS_AIM_hoofddoel}],"(:StructureKinematicName {structureKinematicNameName: voorovergebogen statisch, structureKinematicNameId: 302, structureKinematicNameNameEn: bent forward static, structureKinematicNameIsSelectable: x})"
